class,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
y,-0.124034734589,0.992277876714,92.6552750792,0.785398163397,61.5873363607,0.844329420183,0.535824439731,241.225658554,-10.5319266786,12.1027230054,9.86168213427,1.0,797.0
y,0.0665190105238,0.997785157857,134.260939964,1.10714871779,71.0211236183,0.535052081184,0.844819075554,337.52038836,-13.6735193322,15.2443156589,12.3290832345,1.0,781.0
y,0.554700196225,0.832050294338,114.039466852,1.10714871779,59.640590205,0.821588113591,0.570081548206,281.557445802,-14.4589174956,16.0297138223,12.9459335096,3.0,734.0
y,0.316227766017,0.948683298051,142.337626789,1.10714871779,87.2353139503,0.424140159811,0.905596557434,283.742937115,-13.8154163868,15.3862127136,12.6634202928,3.0,796.0
y,0.0,1.0,105.702412461,1.10714871779,58.6941223633,0.715574205881,0.698536724788,281.179915089,-12.1027230054,15.2443156589,12.3290832345,1.0,828.0
y,0.287347885566,0.957826285221,171.944758571,0.0,103.846039886,0.962964019714,0.26962992552,422.030179023,-21.2057504117,25.9181393921,20.3560590772,1.0,1344.0
y,0.0,1.0,165.323924463,0.785398163397,94.5938687231,0.972578891654,-0.232573213222,427.396645343,-13.3517687778,13.3517687778,10.4864546762,1.0,1188.0
y,0.0665190105238,0.997785157857,223.033629751,0.785398163397,122.800651464,0.863187603129,-0.504883315038,496.075174147,-13.3517687778,14.9225651046,11.7201552263,2.0,1281.0
z,0.919145030018,0.393919298579,56.2227711875,0.785398163397,52.1536192416,0.536875492193,0.843661487732,105.779833697,-3.92699081699,8.63937979737,6.78535302575,1.0,578.0
z,1.0,0.0,59.908263203,0.785398163397,55.2268050859,0.525107327047,0.8510360128,118.272394487,-9.74652851517,11.317324842,9.2448318592,2.0,594.0
z,0.9838699101,-0.1788854382,82.2009732302,0.0,74.7060907825,0.883462102068,0.468502629885,182.942176162,-5.49778714378,7.06858347058,5.55165247561,2.0,609.0
z,1.0,0.0,88.7524647545,0.785398163397,75.4718490565,0.529998940003,0.847998304005,171.771913455,-7.06858347058,8.63937979737,6.78535302575,4.0,672.0
z,1.0,0.0,69.0651865993,0.785398163397,62.6498204307,0.415005179923,0.909819048293,130.434071601,-6.28318530718,9.42477796077,7.40220330082,0.0,860.0
z,1.0,0.0,73.6002717386,0.785398163397,73.0068489938,0.58898583616,0.808143356592,148.269533931,-6.28318530718,6.28318530718,4.93480220054,0.0,828.0
z,0.980580675691,0.196116135138,69.1158447825,0.785398163397,63.0713881249,0.428086344739,0.903737838894,132.348560952,-3.14159265359,7.85398163397,6.16850275068,0.0,922.0
z,-1.0,0.0,79.2022726947,0.785398163397,71.1196175468,0.464006994671,0.88583153528,160.501458482,-6.14128825258,6.14128825258,5.53580794197,1.0,860.0
z,0.980580675691,0.196116135138,72.6704891961,0.785398163397,71.8470597867,0.570656615896,0.821188788729,149.521453777,-1.57079632679,3.14159265359,2.46740110027,3.0,875.0
z,1.0,0.0,60.9590026165,0.785398163397,60.207972894,0.66436383883,0.747409318684,133.443287642,-0.785398163397,5.49778714378,4.31795192548,0.0,922.0
z,0.8,0.6,69.3181073025,1.10714871779,69.3181073025,0.4472135955,0.894427191,122.675300316,-6.60493586158,8.17573218837,6.77743075893,1.0,750.0
z,0.948683298051,0.316227766017,47.6340214553,0.785398163397,47.6340214553,0.629801958421,0.77675574872,102.540681107,-3.92699081699,3.92699081699,3.08425137534,1.0,797.0
z,0.986393923832,0.164398987305,64.6606526413,0.785398163397,64.0312423743,0.624695047554,0.780868809443,137.597812501,-5.03413953478,6.60493586158,5.54373020879,1.0,703.0
z,1.0,0.0,78.1024967591,0.785398163397,76.8374908492,0.624695047554,0.780868809443,160.915900545,-1.89254688119,3.46334320799,3.07632910852,0.0,719.0
z,0.928476690885,0.371390676354,77.0064932327,0.785398163397,72.9451848993,0.54835696222,0.836244367386,142.49653201,-5.49778714378,7.06858347058,5.55165247561,1.0,688.0
z,0.868243142124,0.496138938357,79.2022726947,0.785398163397,77.6208734813,0.618390361345,0.785871084209,146.02746391,-5.49778714378,5.49778714378,4.31795192548,0.0,735.0
z,1.0,0.0,78.2432105681,0.785398163397,78.2432105681,0.626252420424,0.77962036012,159.821475557,-2.35619449019,3.92699081699,3.08425137534,1.0,704.0
z,1.0,0.0,128.062484749,0.0,97.9438614718,0.898473867353,0.439027003366,258.050318568,-7.53223107958,9.74652851517,8.01113130906,2.0,718.0
z,0.997054485502,0.0766964988847,155.080624193,0.0,148.529458358,0.881979921347,0.471286980873,285.141638015,-12.1027230054,22.4547961841,18.2150727684,3.0,1000.0
z,1.0,0.0,105.475115549,0.785398163397,77.7946013551,0.719844295421,0.694135570584,193.576072023,-5.96143475278,9.10302740637,7.72861809223,1.0,735.0
